,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,annotation_shape,bounding_box_coords,parent_label,defect_class
18761,M0335C009100.jpg,15426,{},9,1,"{""name"":""rect"",""x"":169,""y"":83,""width"":7,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[169, 176, 83, 108]",Contact,FrontGridInterruption
51788,M0536C023000.jpg,13330,{},2,0,"{""name"":""rect"",""x"":125,""y"":230,""width"":4,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[125, 129, 230, 255]",Contact,FrontGridInterruption
26504,M0364C012000.jpg,17735,{},17,14,"{""name"":""rect"",""x"":186,""y"":8,""width"":5,""height"":20}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[186, 191, 8, 28]",Contact,FrontGridInterruption
54208,M0579C022000.jpg,13771,{},2,0,"{""name"":""polygon"",""all_points_x"":[132,132,141,141,132],""all_points_y"":[15,29,29,14,15]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[132, 141, 14, 29]",Contact,FrontGridInterruption
12311,M0150C022000.jpg,14262,{},5,0,"{""name"":""rect"",""x"":90,""y"":125,""width"":6,""height"":61}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[90, 96, 125, 186]",Contact,FrontGridInterruption
44356,M0399C049000.jpg,16666,{},10,9,"{""name"":""polygon"",""all_points_x"":[178,217,217,213,200,178,178],""all_points_y"":[8,8,50,44,37,12,8]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[178, 217, 8, 50]",Contact,FrontGridInterruption
21964,M0356C051000.jpg,17039,{},9,3,"{""name"":""rect"",""x"":179,""y"":13,""width"":10,""height"":17}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[179, 189, 13, 30]",Contact,FrontGridInterruption
50160,M0469C015000.jpg,13343,{},1,0,"{""name"":""rect"",""x"":70,""y"":159,""width"":4,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[70, 74, 159, 182]",Contact,FrontGridInterruption
15731,M0170C016010.jpg,20638,{},3,0,"{""name"":""rect"",""x"":242,""y"":66,""width"":8,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[242, 250, 66, 116]",Contact,FrontGridInterruption
83550,M0838C004000.jpg,8304,{},6,0,"{""name"":""rect"",""x"":96,""y"":160,""width"":6,""height"":40}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[96, 102, 160, 200]",Contact,FrontGridInterruption
14723,M0164C038000.jpg,24038,{},8,0,"{""name"":""rect"",""x"":26,""y"":77,""width"":11,""height"":56}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[26, 37, 77, 133]",Contact,FrontGridInterruption
36019,M0391C048000.jpg,17287,{},20,17,"{""name"":""rect"",""x"":107,""y"":260,""width"":6,""height"":29}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[107, 113, 260, 289]",Contact,FrontGridInterruption
48745,M0461C010000.jpg,3077,{},11,2,"{""name"":""polygon"",""all_points_x"":[78,78,84,86,78],""all_points_y"":[12,42,44,14,12]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[78, 86, 12, 44]",Contact,FrontGridInterruption
21044,M0339C007100.jpg,16906,{},20,6,"{""name"":""rect"",""x"":48,""y"":50,""width"":12,""height"":47}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[48, 60, 50, 97]",Contact,FrontGridInterruption
52748,M0571C038000.jpg,13408,{},6,4,"{""name"":""polygon"",""all_points_x"":[61,61,69,66,61],""all_points_y"":[53,87,87,52,53]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[61, 69, 52, 87]",Contact,FrontGridInterruption
30558,M0379C021000.jpg,16335,{},12,6,"{""name"":""rect"",""x"":146,""y"":5,""width"":4,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[146, 150, 5, 32]",Contact,FrontGridInterruption
86963,M0877C016000.jpg,13974,{},19,3,"{""name"":""rect"",""x"":49,""y"":150,""width"":4,""height"":28}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[49, 53, 150, 178]",Contact,FrontGridInterruption
55085,M0582C034100.jpg,7808,{},14,0,"{""name"":""polygon"",""all_points_x"":[107,107,112,113,107],""all_points_y"":[22,53,53,23,22]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[107, 113, 22, 53]",Contact,FrontGridInterruption
64761,M0633C028000.jpg,13337,{},12,9,"{""name"":""rect"",""x"":65,""y"":80,""width"":5,""height"":18}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[65, 70, 80, 98]",Contact,FrontGridInterruption
37548,M0393C019000.jpg,16926,{},18,7,"{""name"":""rect"",""x"":55,""y"":13,""width"":7,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[55, 62, 13, 27]",Contact,FrontGridInterruption
75778,M0711C034000.jpg,13968,{},6,1,"{""name"":""polygon"",""all_points_x"":[199,199,191,193,199],""all_points_y"":[105,145,144,103,105]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[191, 199, 103, 145]",Contact,FrontGridInterruption
11036,M0136C034010.jpg,14862,{},16,0,"{""name"":""rect"",""x"":113,""y"":44,""width"":8,""height"":41}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[113, 121, 44, 85]",Contact,FrontGridInterruption
28529,M0375C033100.jpg,16738,{},3,1,"{""name"":""rect"",""x"":108,""y"":132,""width"":2,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[108, 110, 132, 174]",Contact,FrontGridInterruption
20408,M0337C028100.jpg,16396,{},10,1,"{""name"":""rect"",""x"":182,""y"":127,""width"":8,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[182, 190, 127, 164]",Contact,FrontGridInterruption
51679,M0535C024000.jpg,12868,{},1,0,"{""name"":""rect"",""x"":131,""y"":82,""width"":2,""height"":26}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[131, 133, 82, 108]",Contact,FrontGridInterruption
85349,M0867C036100.jpg,17669,{},2,0,"{""name"":""rect"",""x"":128,""y"":83,""width"":5,""height"":51}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[128, 133, 83, 134]",Contact,FrontGridInterruption
40195,M0396C011000.jpg,15867,{},7,5,"{""name"":""rect"",""x"":196,""y"":256,""width"":6,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[196, 202, 256, 290]",Contact,FrontGridInterruption
21611,M0356C008000.jpg,16112,{},11,1,"{""name"":""rect"",""x"":54,""y"":13,""width"":15,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[54, 69, 13, 47]",Contact,FrontGridInterruption
84227,M0843C029000.jpg,7570,{},1,0,"{""name"":""rect"",""x"":168,""y"":9,""width"":6,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[168, 174, 9, 36]",Contact,FrontGridInterruption
8966,M0132C023000.jpg,18907,{},10,0,"{""name"":""rect"",""x"":59,""y"":60,""width"":6,""height"":32}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[59, 65, 60, 92]",Contact,FrontGridInterruption
79725,M0767C044100.jpg,15092,{},2,0,"{""name"":""rect"",""x"":167,""y"":160,""width"":9,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[167, 176, 160, 185]",Contact,FrontGridInterruption
82503,M0831C003000.jpg,7829,{},4,0,"{""name"":""rect"",""x"":90,""y"":70,""width"":8,""height"":67}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[90, 98, 70, 137]",Contact,FrontGridInterruption
51158,M0489C014100.jpg,16850,{},3,0,"{""name"":""rect"",""x"":187,""y"":193,""width"":3,""height"":12}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[187, 190, 193, 205]",Contact,FrontGridInterruption
79279,M0765C017100.jpg,15960,{},3,1,"{""name"":""rect"",""x"":244,""y"":265,""width"":5,""height"":29}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[244, 249, 265, 294]",Contact,FrontGridInterruption
26662,M0364C022000.jpg,17072,{},20,12,"{""name"":""rect"",""x"":170,""y"":70,""width"":8,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[170, 178, 70, 104]",Contact,FrontGridInterruption
54586,M0580C059100.jpg,18954,{},3,0,"{""name"":""polygon"",""all_points_x"":[153,153,148,147,153],""all_points_y"":[102,126,125,101,102]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[147, 153, 101, 126]",Contact,FrontGridInterruption
28994,M0376C043100.jpg,6653,{},13,0,"{""name"":""rect"",""x"":87,""y"":17,""width"":5,""height"":16}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[87, 92, 17, 33]",Contact,FrontGridInterruption
57187,M0599C017100.jpg,16877,{},2,1,"{""name"":""polygon"",""all_points_x"":[61,61,70,69,61],""all_points_y"":[220,242,242,220,220]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[61, 70, 220, 242]",Contact,FrontGridInterruption
61562,M0630C016000.jpg,13816,{},13,7,"{""name"":""rect"",""x"":197,""y"":143,""width"":6,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[197, 203, 143, 177]",Contact,FrontGridInterruption
60486,M0629C021000.jpg,14747,{},8,7,"{""name"":""rect"",""x"":101,""y"":139,""width"":3,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[101, 104, 139, 152]",Contact,FrontGridInterruption
28921,M0376C030100.jpg,16145,{},6,4,"{""name"":""rect"",""x"":190,""y"":62,""width"":3,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[190, 193, 62, 112]",Contact,FrontGridInterruption
20941,M0339C002100.jpg,17174,{},18,5,"{""name"":""rect"",""x"":39,""y"":49,""width"":13,""height"":41}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[39, 52, 49, 90]",Contact,FrontGridInterruption
3714,M0008C013000.jpg,11197,{},4,0,"{""name"":""rect"",""x"":63,""y"":7,""width"":9,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[63, 72, 7, 41]",Contact,FrontGridInterruption
28765,M0376C010100.jpg,15813,{},7,4,"{""name"":""rect"",""x"":86,""y"":60,""width"":3,""height"":51}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[86, 89, 60, 111]",Contact,FrontGridInterruption
50373,M0471C016000.jpg,5313,{},5,0,"{""name"":""rect"",""x"":181,""y"":143,""width"":3,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[181, 184, 143, 156]",Contact,FrontGridInterruption
2490,M0002C017000.jpg,4166,{},18,0,"{""name"":""rect"",""x"":71,""y"":4,""width"":13,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[71, 84, 4, 40]",Contact,FrontGridInterruption
24054,M0360C059000.jpg,16567,{},11,0,"{""name"":""rect"",""x"":25,""y"":3,""width"":7,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[25, 32, 3, 28]",Contact,FrontGridInterruption
7103,M0106C012100.jpg,98301,{},4,2,"{""name"":""rect"",""x"":993,""y"":160,""width"":17,""height"":61}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[993, 1010, 160, 221]",Contact,FrontGridInterruption
20270,M0337C013100.jpg,7071,{},7,0,"{""name"":""rect"",""x"":109,""y"":131,""width"":3,""height"":40}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[109, 112, 131, 171]",Contact,FrontGridInterruption
23345,M0359C049000.jpg,17596,{},10,4,"{""name"":""rect"",""x"":196,""y"":242,""width"":9,""height"":18}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[196, 205, 242, 260]",Contact,FrontGridInterruption
12099,M0140C048100.jpg,19981,{},7,1,"{""name"":""rect"",""x"":93,""y"":64,""width"":7,""height"":60}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[93, 100, 64, 124]",Contact,FrontGridInterruption
51806,M0536C031000.jpg,13753,{},5,0,"{""name"":""rect"",""x"":171,""y"":122,""width"":4,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[171, 175, 122, 136]",Contact,FrontGridInterruption
85400,M0868C004100.jpg,17432,{},1,0,"{""name"":""rect"",""x"":95,""y"":81,""width"":8,""height"":59}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[95, 103, 81, 140]",Contact,FrontGridInterruption
87522,M0879C001000.jpg,14166,{},4,0,"{""name"":""rect"",""x"":124,""y"":172,""width"":6,""height"":28}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[124, 130, 172, 200]",Contact,FrontGridInterruption
21621,M0356C009000.jpg,15758,{},7,0,"{""name"":""rect"",""x"":36,""y"":17,""width"":11,""height"":33}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[36, 47, 17, 50]",Contact,FrontGridInterruption
42615,M0398C017000.jpg,15228,{},20,10,"{""name"":""rect"",""x"":120,""y"":10,""width"":6,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[120, 126, 10, 44]",Contact,FrontGridInterruption
60121,M0629C005000.jpg,13863,{},12,6,"{""name"":""rect"",""x"":35,""y"":274,""width"":5,""height"":20}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[35, 40, 274, 294]",Contact,FrontGridInterruption
25721,M0363C023000.jpg,15977,{},13,10,"{""name"":""rect"",""x"":187,""y"":11,""width"":9,""height"":38}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[187, 196, 11, 49]",Contact,FrontGridInterruption
18716,M0335C002100.jpg,17158,{},10,1,"{""name"":""rect"",""x"":119,""y"":63,""width"":14,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[119, 133, 63, 87]",Contact,FrontGridInterruption
87842,M0906C035100.jpg,17017,{},2,0,"{""name"":""rect"",""x"":39,""y"":63,""width"":6,""height"":44}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[39, 45, 63, 107]",Contact,FrontGridInterruption
81019,M0821C052000.jpg,15902,{},3,0,"{""name"":""rect"",""x"":236,""y"":63,""width"":9,""height"":71}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[236, 245, 63, 134]",Contact,FrontGridInterruption
86985,M0877C017000.jpg,14140,{},22,6,"{""name"":""rect"",""x"":199,""y"":49,""width"":3,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[199, 202, 49, 85]",Contact,FrontGridInterruption
34010,M0389C058000.jpg,15879,{},17,8,"{""name"":""rect"",""x"":25,""y"":81,""width"":9,""height"":39}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[25, 34, 81, 120]",Contact,FrontGridInterruption
84915,M0865C027000.jpg,13907,{},13,0,"{""name"":""rect"",""x"":262,""y"":49,""width"":6,""height"":43}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[262, 268, 49, 92]",Contact,FrontGridInterruption
55627,M0583C038100.jpg,19083,{},6,0,"{""name"":""polygon"",""all_points_x"":[199,208,207,196,199],""all_points_y"":[158,157,237,235,158]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[196, 208, 157, 237]",Contact,FrontGridInterruption
86482,M0873C056100.jpg,17785,{},3,2,"{""name"":""rect"",""x"":168,""y"":197,""width"":4,""height"":18}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[168, 172, 197, 215]",Contact,FrontGridInterruption
24030,M0360C057000.jpg,16183,{},9,0,"{""name"":""rect"",""x"":23,""y"":0,""width"":10,""height"":29}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[23, 33, 0, 29]",Contact,FrontGridInterruption
18881,M0335C028100.jpg,15449,{},3,1,"{""name"":""rect"",""x"":213,""y"":56,""width"":13,""height"":48}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[213, 226, 56, 104]",Contact,FrontGridInterruption
8075,M0129C039010.jpg,13255,{},5,0,"{""name"":""rect"",""x"":189,""y"":55,""width"":7,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[189, 196, 55, 90]",Contact,FrontGridInterruption
34110,M0390C002000.jpg,16091,{},9,0,"{""name"":""rect"",""x"":224,""y"":15,""width"":14,""height"":32}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[224, 238, 15, 47]",Contact,FrontGridInterruption
44514,M0400C001000.jpg,16685,{},10,2,"{""name"":""rect"",""x"":246,""y"":266,""width"":4,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[246, 250, 266, 290]",Contact,FrontGridInterruption
8541,M0131C019000.jpg,14444,{},3,0,"{""name"":""rect"",""x"":102,""y"":146,""width"":8,""height"":47}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[102, 110, 146, 193]",Contact,FrontGridInterruption
48312,M0455C052100.jpg,7272,{},8,4,"{""name"":""rect"",""x"":260,""y"":141,""width"":3,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[260, 263, 141, 168]",Contact,FrontGridInterruption
29667,M0378C032000.jpg,15980,{},11,0,"{""name"":""rect"",""x"":254,""y"":199,""width"":3,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[254, 257, 199, 224]",Contact,FrontGridInterruption
21375,M0339C037100.jpg,18905,{},12,2,"{""name"":""rect"",""x"":19,""y"":11,""width"":18,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[19, 37, 11, 30]",Contact,FrontGridInterruption
83527,M0838C001000.jpg,7981,{},8,0,"{""name"":""rect"",""x"":122,""y"":18,""width"":7,""height"":18}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[122, 129, 18, 36]",Contact,FrontGridInterruption
16642,M0172C044010.jpg,21421,{},4,0,"{""name"":""rect"",""x"":197,""y"":53,""width"":11,""height"":53}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[197, 208, 53, 106]",Contact,FrontGridInterruption
57718,M0616C060000.jpg,15549,{},15,14,"{""name"":""rect"",""x"":24,""y"":262,""width"":9,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[24, 33, 262, 286]",Contact,FrontGridInterruption
24704,M0361C049000.jpg,16117,{},7,0,"{""name"":""rect"",""x"":35,""y"":233,""width"":7,""height"":39}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[35, 42, 233, 272]",Contact,FrontGridInterruption
54867,M0582C016100.jpg,18750,{},14,1,"{""name"":""polygon"",""all_points_x"":[240,241,235,234,240],""all_points_y"":[167,208,207,165,167]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[234, 241, 165, 208]",Contact,FrontGridInterruption
27624,M0374C017100.jpg,18375,{},5,2,"{""name"":""rect"",""x"":77,""y"":264,""width"":5,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[77, 82, 264, 289]",Contact,FrontGridInterruption
16049,M0171C012010.jpg,19073,{},4,0,"{""name"":""rect"",""x"":249,""y"":66,""width"":9,""height"":49}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[249, 258, 66, 115]",Contact,FrontGridInterruption
85299,M0867C008100.jpg,16828,{},1,0,"{""name"":""rect"",""x"":45,""y"":97,""width"":7,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[45, 52, 97, 143]",Contact,FrontGridInterruption
14620,M0164C019000.jpg,23081,{},5,0,"{""name"":""rect"",""x"":146,""y"":84,""width"":10,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[146, 156, 84, 129]",Contact,FrontGridInterruption
82313,M0829C004000.jpg,7869,{},2,0,"{""name"":""rect"",""x"":85,""y"":9,""width"":8,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[85, 93, 9, 40]",Contact,FrontGridInterruption
76399,M0714C024000.jpg,14514,{},5,3,"{""name"":""rect"",""x"":1,""y"":156,""width"":5,""height"":38}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[1, 6, 156, 194]",Contact,FrontGridInterruption
79592,M0767C003100.jpg,15760,{},4,0,"{""name"":""rect"",""x"":161,""y"":196,""width"":4,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[161, 165, 196, 217]",Contact,FrontGridInterruption
3552,M0007C039010.jpg,20893,{},2,0,"{""name"":""rect"",""x"":216,""y"":218,""width"":6,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[216, 222, 218, 268]",Contact,FrontGridInterruption
88008,M0907C060100.jpg,17243,{},1,0,"{""name"":""rect"",""x"":202,""y"":56,""width"":6,""height"":54}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[202, 208, 56, 110]",Contact,FrontGridInterruption
11601,M0137C031010.jpg,14874,{},16,0,"{""name"":""rect"",""x"":148,""y"":44,""width"":5,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[148, 153, 44, 78]",Contact,FrontGridInterruption
42300,M0398C002000.jpg,15532,{},10,8,"{""name"":""rect"",""x"":98,""y"":13,""width"":7,""height"":17}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[98, 105, 13, 30]",Contact,FrontGridInterruption
83068,M0834C018000.jpg,8052,{},10,0,"{""name"":""rect"",""x"":94,""y"":2,""width"":7,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[94, 101, 2, 47]",Contact,FrontGridInterruption
68097,M0636C021000.jpg,14365,{},6,3,"{""name"":""rect"",""x"":190,""y"":68,""width"":6,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[190, 196, 68, 105]",Contact,FrontGridInterruption
48618,M0457C033010.jpg,14118,{},3,2,"{""name"":""rect"",""x"":257,""y"":209,""width"":5,""height"":41}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[257, 262, 209, 250]",Contact,FrontGridInterruption
51641,M0535C009000.jpg,13507,{},1,0,"{""name"":""rect"",""x"":137,""y"":84,""width"":3,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[137, 140, 84, 118]",Contact,FrontGridInterruption
35171,M0390C058000.jpg,16065,{},14,0,"{""name"":""rect"",""x"":254,""y"":237,""width"":9,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[254, 263, 237, 287]",Contact,FrontGridInterruption
8462,M0130C050100.jpg,17363,{},3,0,"{""name"":""rect"",""x"":48,""y"":140,""width"":8,""height"":56}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[48, 56, 140, 196]",Contact,FrontGridInterruption
31561,M0380C013000.jpg,17752,{},12,6,"{""name"":""rect"",""x"":203,""y"":9,""width"":2,""height"":20}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[203, 205, 9, 29]",Contact,FrontGridInterruption
52068,M0538C006000.jpg,13322,{},2,0,"{""name"":""rect"",""x"":167,""y"":240,""width"":5,""height"":22}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[167, 172, 240, 262]",Contact,FrontGridInterruption
82225,M0828C013000.jpg,6470,{},3,0,"{""name"":""rect"",""x"":74,""y"":4,""width"":8,""height"":40}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[74, 82, 4, 44]",Contact,FrontGridInterruption
51691,M0535C030000.jpg,12764,{},3,0,"{""name"":""rect"",""x"":140,""y"":78,""width"":4,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[140, 144, 78, 112]",Contact,FrontGridInterruption
65382,M0634C006000.jpg,13577,{},6,1,"{""name"":""rect"",""x"":246,""y"":203,""width"":12,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[246, 258, 203, 249]",Contact,FrontGridInterruption
18603,M0334C045100.jpg,16386,{},10,5,"{""name"":""rect"",""x"":258,""y"":71,""width"":11,""height"":22}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[258, 269, 71, 93]",Contact,FrontGridInterruption
58215,M0618C037000.jpg,14219,{},3,0,"{""name"":""rect"",""x"":84,""y"":113,""width"":8,""height"":29}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[84, 92, 113, 142]",Contact,FrontGridInterruption
58529,M0619C049000.jpg,14427,{},7,1,"{""name"":""rect"",""x"":25,""y"":207,""width"":10,""height"":49}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[25, 35, 207, 256]",Contact,FrontGridInterruption
108,Bent Cure 0Pa TestName_20201222_165250.586_C020.jpg,38074,{},6,4,"{""name"":""rect"",""x"":376,""y"":181,""width"":4,""height"":11}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[376, 380, 181, 192]",Contact,FrontGridInterruption
29139,M0377C025010.jpg,13502,{},2,0,"{""name"":""rect"",""x"":257,""y"":230,""width"":4,""height"":10}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[257, 261, 230, 240]",Contact,FrontGridInterruption
26158,M0363C052000.jpg,17552,{},25,17,"{""name"":""rect"",""x"":54,""y"":6,""width"":5,""height"":33}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[54, 59, 6, 39]",Contact,FrontGridInterruption
13241,M0152C044110.jpg,31421,{},7,0,"{""name"":""rect"",""x"":130,""y"":64,""width"":10,""height"":63}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[130, 140, 64, 127]",Contact,FrontGridInterruption
8505,M0131C009000.jpg,14765,{},2,0,"{""name"":""rect"",""x"":198,""y"":161,""width"":7,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[198, 205, 161, 195]",Contact,FrontGridInterruption
84802,M0865C017000.jpg,13576,{},1,0,"{""name"":""rect"",""x"":199,""y"":172,""width"":6,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[199, 205, 172, 206]",Contact,FrontGridInterruption
57746,M0617C007000.jpg,13446,{},7,0,"{""name"":""rect"",""x"":275,""y"":219,""width"":7,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[275, 282, 219, 255]",Contact,FrontGridInterruption
53282,M0574C036000.jpg,14009,{},6,3,"{""name"":""polygon"",""all_points_x"":[193,195,201,200,193],""all_points_y"":[18,35,35,17,18]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[193, 201, 17, 35]",Contact,FrontGridInterruption
10288,M0135C020010.jpg,12379,{},12,0,"{""name"":""rect"",""x"":185,""y"":21,""width"":6,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[185, 191, 21, 35]",Contact,FrontGridInterruption
72707,M0641C023000.jpg,14778,{},15,11,"{""name"":""rect"",""x"":15,""y"":47,""width"":4,""height"":16}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[15, 19, 47, 63]",Contact,FrontGridInterruption
48365,M0456C007100.jpg,16570,{},2,0,"{""name"":""rect"",""x"":99,""y"":22,""width"":3,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[99, 102, 22, 36]",Contact,FrontGridInterruption
84897,M0865C026000.jpg,13707,{},18,0,"{""name"":""rect"",""x"":260,""y"":47,""width"":6,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[260, 266, 47, 89]",Contact,FrontGridInterruption
